片名,年代,产地,类别,豆瓣评分,迅雷下载链接
极速之巅,2016,0,动作/惊悚,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8218/[阳光电影www.ygdy8.com].极速之巅.BD.720p.中文字幕.rmvb
空尖弹,2016,0,犯罪/惊悚,0,ftp://ygdy8:ygdy8@y153.dydytt.net:8230/[阳光电影www.ygdy8.com].空尖弹.BD.720p.中英双字幕.mkv
但丁密码,2016,0,悬疑/惊悚,0,ftp://ygdy8:ygdy8@y153.dydytt.net:8226/[阳光电影www.ygdy8.com].但丁密码.BD.720p.中英双字幕.mkv
火车上的女孩,2016,0,悬疑/惊悚,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8214/[阳光电影www.ygdy8.com].火车上的女孩.BD.720p.中英双字幕.mkv
邻家大贱谍,2016,0,剧情/喜剧/动作,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8213/[阳光电影www.ygdy8.com].邻家大贱谍.BD.720p.中英双字幕.mkv
28岁未成年,2016,0,喜剧/爱情/奇幻,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9186/[阳光电影www.ygdy8.com].28岁未成年.HD.720p.国语中字.mkv
钢铁骑士,2016,0,动作/科幻/冒险,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9184/[阳光电影www.ygdy8.com].钢铁骑士.BD.720p.中英双字幕.mkv
深海浩劫,2016,0,剧情/冒险/灾难,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8207/[阳光电影www.ygdy8.com].深海浩劫.BD.720p.中英双字幕.mkv
大显神威,2016,0,喜剧/奇幻,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9182/[阳光电影www.ygdy8.com].大显神威.BD.720p.国语中字.mkv
销售奇姬,2016,0,剧情/喜剧,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8206/[阳光电影www.ygdy8.com].销售奇姬.HD.720p.国语中字.mkv
航海王之黄金城,2016,0,剧情/动作/动画/冒险,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8205/[阳光电影www.ygdy8.com].航海王之黄金城.HD.720p.日语中字.mkv
会计刺客,2016,0,剧情/动作/犯罪/惊悚,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8203/[阳光电影www.ygdy8.com].会计刺客.BD.720p.中英双字幕.mkv
哆啦A梦：新·大雄的日本诞生,2016,0,动画,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9174/[阳光电影www.ygdy8.com].哆啦A梦：新·大雄的日本诞生.BD.720p.国粤日三语中字.mkv
蜡笔小新：梦境世界大突击,2016,0,喜剧/动画,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9229/[阳光电影www.ygdy8.com].蜡笔小新：梦境世界大突击.HD.720p.国日双语中字.mkv
斯诺登,2016,0,剧情/传记/惊悚,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9227/[阳光电影www.ygdy8.com].斯诺登.BD.720p.中英双字幕.mkv
0,2016,0,0,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9172/[阳光电影www.ygdy8.com].釜山行.BD.720p.中文字幕.mkv
地球脉动 第二季,2016,0,纪录,9.9,ftp://ygdy8:ygdy8@y219.dydytt.net:8201/[阳光电影www.ygdy8.com].地球脉动2.第一集.BD.720p.中英双字幕.mkv
Operation Mekong,2016,0,动作/犯罪,0,ftp://ygdy8:ygdy8@y153.dydytt.net:8222/[阳光电影www.ygdy8.com].湄公河行动.HD.720p.国语中字.mkv
Scandal Maker,2016,0,剧情/喜剧,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9224/[阳光电影www.ygdy8.com].外公芳龄38.HD.720p.国语中字.rmvb
Mr.Donkey,2016,0,剧情/喜剧,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9223/[阳光电影www.ygdy8.com].驴得水.HD.720p.国语中字.rmvb
封神传奇,2016,0,剧情/动作/奇幻,0,ftp://ygdy8:ygdy8@y153.dydytt.net:8221/[阳光电影www.ygdy8.com].封神传奇.BD.720p.国粤双语中字.mkv
导火新闻线,2016,0,剧情/惊悚,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9220/[阳光电影www.ygdy8.com].导火新闻线.BD.720p.国粤双语中字.mkv
Heartfall Arises,2016,0,剧情/动作/犯罪/悬疑,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9219/[阳光电影www.ygdy8.com].惊心破.BD.720p.国粤双语中字.mkv
逗鸟外传：萌宝满天飞,2016,0,喜剧/动画,0,ftp://ygdy8:ygdy8@y153.dydytt.net:8217/[阳光电影www.ygdy8.com].逗鸟外传：萌宝满天飞.BD.720p.中英双字幕.rmvb
BJ单身日记3：BJ的孩子,2016,0,喜剧/爱情,0,ftp://ygdy8:ygdy8@y153.dydytt.net:8216/[阳光电影www.ygdy8.com].BJ单身日记3.BD.720p.中英双字幕.mkv
I Be longed to You,2016,0,喜剧/爱情,0,ftp://ygdy8:ygdy8@y153.dydytt.net:8215/[阳光电影www.ygdy8.com].从你的全世界路过.HD.720p.国语中字.rmvb
危城,2016,0,剧情/动作/犯罪/武侠,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8199/[阳光电影www.ygdy8.com].危城.BD.720p.国粤双语中字.mkv
豪勇七蛟龙,2016,0,动作/西部,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8198/[阳光电影www.ygdy8.com].豪勇七蛟龙.BD.720p.中英双字幕.mkv
Hide and Seek,2016,0,犯罪/悬疑/惊悚,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9169/[阳光电影www.ygdy8.com].捉迷藏.HD.720p.国语中字.mkv
终结武器,2016,0,动作/犯罪/惊悚,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9217/[阳光电影www.ygdy8.com].终结武器.BD.720p.中英双字幕.mkv
Special Female Force,2016,0,喜剧/动作,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9168/[阳光电影www.ygdy8.com].辣警霸王花.BD.720p.国粤双语中字.mkv
麦兜·饭宝奇兵,2016,0,喜剧/动画/冒险,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9216/[阳光电影www.ygdy8.com].麦兜·饭宝奇兵.BD.720p.国粤双语中字.mkv
佩小姐的奇幻城堡,2016,0,剧情/奇幻/冒险,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9215/[阳光电影www.ygdy8.com].佩小姐的奇幻城堡.BD.720p.中英双字幕.rmvb
萨利机长,2016,0,剧情/传记/灾难,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9166/[阳光电影www.ygdy8.com].萨利机长.BD.720p.中英双字幕.rmvb
毁灭者,2016,0,动作,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9214/[阳光电影www.ygdy8.com].毁灭者.BD.720p.中英双字幕.rmvb
摩根,2016,0,剧情/科幻/悬疑/惊悚/恐怖,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9165/[阳光电影www.ygdy8.com].摩根.BD.720p.中英双字幕.mkv
反贪风暴2,2016,0,剧情/犯罪/动作,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9164/[阳光电影www.ygdy8.com].反贪风暴2.BD.720p.国粤双语中字.mkv
名侦探洪吉童：消失的村庄,2016,0,剧情/动作,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9212/[阳光电影www.ygdy8.com].名侦探洪吉童：消失的村庄.BD.720p.韩语中字.rmvb
宾虚,2016,0,剧情/历史/冒险,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9211/[阳光电影www.ygdy8.com].宾虚(2016版).BD.720p.中英双字幕.mkv
自杀小队,2016,0,喜剧/动作/冒险,0,ftp://ygdy8:ygdy8@y153.dydytt.net:8212/[阳光电影www.ygdy8.com].自杀小队加长版.BD.720p.中英双字幕.mkv
屏住呼吸,2016,0,犯罪/惊悚/恐怖,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9210/[阳光电影www.ygdy8.com].屏住呼吸.BD.720p.中英双字幕.mkv
圆梦巨人,2016,0,奇幻/冒险,0,ftp://ygdy8:ygdy8@y153.dydytt.net:8210/[阳光电影www.ygdy8.com].圆梦巨人.BD.720p.国英双语.中英双字幕.mkv
亡命徒与天使,2016,0,剧情/西部/惊悚,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9207/[阳光电影www.ygdy8.com].亡命徒与天使.BD.720p.中英双字幕.rmvb
真相背后,2016,0,剧情/惊悚,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9206/[阳光电影www.ygdy8.com].真相背后.BD.720p.中英双字幕.mkv
致命邻居,2016,0,犯罪/惊悚/恐怖,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9161/[阳光电影www.ygdy8.com].致命邻居.BD.720p.中英双字幕.rmvb
谍影重重5,2016,0,动作/悬疑/惊悚,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9160/[阳光电影www.ygdy8.com].谍影重重5.BD.720p.国英双语.中英双字幕.mkv
谍影重重5,2016,0,动作/悬疑/惊悚,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9200/[阳光电影www.ygdy8.com].谍影重重5.BD.720p.中英双字幕.mkv
自杀小队,2016,0,喜剧/动作/冒险,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9155/[阳光电影www.ygdy8.com].自杀小队(加长版).HD.720p.中英双字幕.rmvb
AtCafe6,2016,0,剧情/爱情,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9154/[阳光电影www.ygdy8.com].六弄咖啡馆.BD.720p.国语中字.mkv
自杀小队,2016,0,喜剧/动作/冒险,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9153/[阳光电影www.ygdy8.com].自杀小队.HD.720p.中英双字幕.rmvb
军火贩,2016,0,剧情/喜剧/战争,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8196/[阳光电影www.ygdy8.com].军火贩.BD.720p.中英双字幕.rmvb
机械师2：复活,2016,0,动作/犯罪,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8193/[阳光电影www.ygdy8.com].机械师2：复活.BD.720p.中英双字幕.rmvb
赴汤蹈火,2016,0,剧情/犯罪,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8192/[阳光电影www.ygdy8.com].赴汤蹈火.BD.720p.中英双字幕.rmvb
大话西游3,2016,0,喜剧/爱情/奇幻,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9149/[阳光电影www.ygdy8.com].大话西游3.BD.720p.国粤双语中字.mkv
爱宠大机密,2016,0,喜剧/动画,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8191/[阳光电影www.ygdy8.com].爱宠大机密.BD.720p.英国粤三语.中英双字幕.mkv
